,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,population,density,violent_crime,property_crime,other_crime,median_income,yr_sold,mon_sold,day_of_week,dist_to_loc0,dist_to_loc1,dist_to_loc2
15391,424900.0,4,2.75,2950,49658,1.0,0,0,4,8,2950,0,1960,1998,47.3596,-121.922,1720,54672,5025,334.0,1.616,12.73,41.72,85398,2014,7,3,25.632217528044965,21.62942943429923,18.67209047342612
15392,551100.0,3,1.0,1430,8640,1.0,0,0,5,7,1430,0,1954,0,47.572,-122.147,1430,9840,36364,3402.0,1.774,27.96,2.973,110290,2015,1,3,8.943482472623744,4.734567239446126,11.064166608481992
15393,421000.0,3,2.0,1420,12655,1.0,0,0,5,7,1420,0,1968,0,47.5309,-122.186,2020,9655,32489,4323.0,2.242,21.56,5.088,70683,2014,11,5,8.570750995990393,7.952199956160906,7.730289146774416
15394,635000.0,4,1.75,2460,7560,2.0,0,0,4,8,2460,0,1952,0,47.7256,-122.367,2760,8918,19030,3341.0,1.705,15.28,6.404,95648,2014,8,5,8.408150420205397,12.547618349480032,19.373891770960892
15395,255000.0,3,1.0,1340,6120,1.5,0,0,4,7,1340,0,1920,0,47.5272,-122.322,1260,6000,22374,2989.0,5.26,47.98,12.22,52232,2014,12,2,5.4787048021124605,11.861436579236281,5.51066699262646
15396,419950.0,4,1.0,1530,7920,1.0,0,0,3,7,1030,500,1955,0,47.4544,-122.36,1690,7920,20301,3580.0,2.851,26.31,14.63,63320,2015,3,2,10.568937795884885,16.707110575801227,2.8836395290333314
15397,325000.0,6,3.0,2650,12870,1.0,0,0,4,7,2650,0,1977,0,47.2069,-121.989,1450,8668,20987,52.0,2.915,19.47,11.21,66295,2014,12,3,31.915161821500096,30.603209736514593,22.14299407295307
15398,281000.0,4,2.25,1677,3600,2.0,0,0,3,7,1677,0,2012,0,47.32,-122.178,1677,3600,39816,892.0,1.833,16.39,5.579,70877,2015,4,2,21.044130619647326,22.19143601908118,10.55370154958988
15399,655275.0,3,1.75,2050,11856,1.0,0,0,3,7,1460,590,1962,0,47.5735,-122.162,2670,11856,36364,3402.0,1.774,27.96,2.973,110290,2014,6,2,8.242265416837789,4.804966512589095,10.712518547526495
15400,861000.0,3,2.0,2520,3959,1.0,0,0,5,8,1270,1250,1931,0,47.6693,-122.289,1660,3959,43924,10643.0,12.91,47.57,6.293,45560,2014,8,1,4.79943703943635,7.70368137507781,15.228286022611295
15401,850000.0,3,3.5,2620,11148,2.0,0,4,4,9,2060,560,1977,0,47.5845,-122.115,2590,10796,24411,4437.0,2.916,19.67,3.812,92986,2014,10,4,10.226164842881202,3.859728316088504,12.69704800246014
15402,246000.0,3,2.5,1650,6675,1.0,0,0,3,8,1290,360,1990,0,47.2899,-122.372,1880,6675,47510,4604.0,1.903,13.28,6.034,67906,2014,11,3,21.933838192264904,26.679298137555183,11.514191740767378
15403,380000.0,2,1.0,700,4836,1.0,0,0,4,6,700,0,1926,0,47.7139,-122.288,1190,7050,37081,6879.0,3.736,34.6,6.566,53044,2014,12,2,7.719246063005037,8.988750973675003,18.309945645967893
15404,813000.0,4,2.5,3430,7508,2.0,0,0,3,10,3430,0,1998,0,47.6866,-122.11,3110,8741,58442,2908.0,3.674,23.77,3.818,99192,2014,10,1,11.736475867413406,3.378472846492478,18.627362582872333
15405,990000.0,4,2.5,3140,11049,2.0,0,0,3,10,3140,0,1988,0,47.5817,-122.192,2750,11049,27946,3977.0,5.314,49.68,4.461,93521,2014,11,4,6.743968512266276,4.942149335960992,10.43579204707814
15406,650000.0,3,2.5,2350,3750,2.0,0,0,3,7,1740,610,2003,0,47.6767,-122.365,1590,4700,31365,7953.0,2.018,25.89,3.545,86986,2014,11,3,5.106247168046488,11.257183138600782,16.032619026987764
15407,273000.0,4,3.0,1990,6180,2.0,0,0,3,7,1990,0,1990,0,47.3083,-122.36,1910,6180,47510,4604.0,1.903,13.28,6.034,67906,2014,5,4,20.62435785662626,25.289481246723017,10.134455439324647
15408,398000.0,4,2.5,2050,14724,2.0,0,0,3,7,2050,0,1989,0,47.73,-121.969,1920,12841,10725,141.0,3.154,10.96,6.284,95025,2014,7,4,18.936876840968786,9.738360738512567,24.76185985872804
15409,200000.0,2,1.0,930,8665,1.0,0,0,4,6,930,0,1938,0,47.4822,-122.318,1630,12375,33734,3794.0,3.43,48.53,8.149,49233,2014,8,5,8.592869030922817,13.97740422545908,2.4630042785811863
15410,839000.0,3,1.0,1230,12305,1.0,0,0,3,7,1230,0,1955,1990,47.6095,-122.195,2100,7960,27946,3977.0,5.314,49.68,4.461,93521,2014,5,4,6.390641456795668,3.687890123002291,12.10082971480506
15411,502000.0,3,2.5,1870,9135,1.0,0,0,3,7,1250,620,1984,0,47.6269,-122.06,1550,9100,25748,2411.0,2.266,7.717,2.082,143686,2014,11,2,12.75365723828798,3.3510340785000423,16.588100856421534
15412,305000.0,3,2.25,2110,7665,1.0,0,0,4,7,1360,750,1973,0,47.3082,-122.372,1660,8436,47510,4604.0,1.903,13.28,6.034,67906,2014,6,2,20.674242277553212,25.53926896642503,10.313683035797146
15413,574950.0,5,3.25,3160,10000,2.0,0,0,4,8,3160,0,1980,0,47.52,-122.047,2130,10000,26141,469.0,2.244,14.26,4.039,100644,2014,6,3,14.565603382711641,9.108198128761076,12.739700751646613
15414,311000.0,3,1.0,1120,8631,1.0,0,0,3,7,1120,0,1942,0,47.7077,-122.314,1350,7714,37081,6879.0,3.736,34.6,6.566,53044,2014,8,1,7.063459395529244,9.792178711248921,17.88867671481632
15415,1650000.0,3,2.25,2750,6203,1.0,1,4,5,7,1620,1130,1959,0,47.6163,-122.068,2570,7009,25748,2411.0,2.266,7.717,2.082,143686,2014,11,6,12.321627205409914,3.281884513325989,15.797022722393818
15416,387000.0,3,1.0,1230,9568,1.0,0,0,5,7,1230,0,1962,0,47.539,-122.179,1270,9575,32489,4323.0,2.242,21.56,5.088,70683,2014,5,2,8.514176636959142,7.317059787474194,8.363547860421416
15417,375000.0,3,1.5,1190,20672,1.5,0,3,3,7,1190,0,1948,0,47.4459,-122.359,2150,16239,20301,3580.0,2.851,26.31,14.63,63320,2014,8,2,11.146664160101745,17.13221539919131,2.8210480305399246
15418,175000.0,2,1.0,740,3434,1.0,0,0,5,6,740,0,1920,0,47.2088,-121.992,1160,6000,20987,52.0,2.915,19.47,11.21,66295,2014,9,4,31.73105961313325,30.44506195427871,21.951606273109892
15419,248000.0,4,2.5,1770,5855,2.0,0,0,3,7,1770,0,2003,0,47.3483,-122.053,1790,5679,31171,469.0,1.548,13.43,5.03,95043,2014,6,4,22.077345971386958,20.434703192243134,13.43748944713467
15420,336750.0,4,2.25,1720,7803,1.0,0,0,3,8,1350,370,1955,0,47.5119,-122.337,1720,7803,25922,5573.0,3.309,36.86,12.41,56809,2015,4,5,6.519577585882454,13.087244636635099,4.697857392263448
15421,685000.0,4,2.5,2770,45514,2.0,0,0,4,9,2770,0,1989,0,47.7751,-122.088,2940,49495,13585,785.0,1.124,9.068,4.59,137125,2014,6,3,16.281223960297982,9.565783755995607,24.57810637643943
15422,645000.0,4,2.75,2330,3917,2.0,0,0,3,9,2330,0,2004,0,47.5527,-121.99,2620,4400,24348,2719.0,1.588,18.73,5.424,99974,2014,7,2,16.367672075592893,8.843992178386197,16.096909601288818
15423,279000.0,3,2.5,1660,7388,2.0,0,0,3,7,1660,0,2003,0,47.3865,-122.027,2240,6228,31171,469.0,1.548,13.43,5.03,95043,2014,12,4,20.815588719989993,18.123457883429044,13.421010662761557
15424,479000.0,2,2.5,1730,1037,3.5,0,0,3,8,1730,0,2008,0,47.5594,-122.285,1280,1026,42731,6841.0,4.377,32.55,6.045,52276,2015,4,4,3.9082943883292796,9.116911437784273,7.655135191141807
15425,466000.0,3,2.25,1880,7279,1.0,0,0,3,7,1280,600,1962,0,47.7574,-122.322,2020,8274,32778,4330.0,1.937,18.3,5.677,72281,2015,1,3,10.45758626987219,12.103472357729133,21.336012056643987
15426,361500.0,4,2.75,2190,6740,2.0,0,0,3,7,2190,0,1995,0,47.3804,-122.027,1950,7150,31171,469.0,1.548,13.43,5.03,95043,2015,4,1,21.125477589602802,18.530391979523245,13.563186581790706
15427,404000.0,3,1.75,1720,7202,1.0,0,0,3,7,1720,0,1995,0,47.5044,-122.19,1720,7625,32489,4323.0,2.242,21.56,5.088,70683,2014,12,2,9.66331633102422,9.751340156037283,6.361469837768577
15428,319000.0,4,3.25,2360,8344,2.0,0,0,3,8,2360,0,1990,0,47.4403,-122.126,1860,8410,41938,2215.0,1.834,18.91,6.131,77780,2015,3,1,14.96219887102932,13.764511768710015,8.097024411444986
15429,320000.0,3,1.5,1490,10132,1.0,0,0,4,6,1490,0,1969,0,47.4779,-122.145,1720,9915,34463,1725.0,1.83,17.59,5.105,91465,2015,3,1,12.439424083832263,11.188970996352941,7.456609666010608
15430,1311000.0,4,3.75,3490,5625,2.0,0,0,3,9,2610,880,2014,0,47.6685,-122.332,1940,5000,45911,9905.0,3.018,37.68,5.193,75763,2014,11,1,4.304564600604809,9.635437502316732,15.244952073382338
15431,1000000.0,3,2.75,2370,8900,1.0,0,4,4,9,1670,700,1971,0,47.5648,-122.156,2840,8956,36364,3402.0,1.774,27.96,2.973,110290,2014,9,2,8.691053643535419,5.306932569662139,10.413390899819227
15432,660000.0,4,2.5,2290,9120,2.0,0,0,4,8,2290,0,1977,0,47.5613,-122.128,2290,9120,36364,3402.0,1.774,27.96,2.973,110290,2014,11,5,10.005157395311864,5.403610114066096,11.1247267082293
15433,546000.0,4,3.0,1790,3600,1.5,0,0,3,8,1790,0,1901,0,47.6117,-122.313,1770,3119,31454,13594.0,8.105,52.65,10.35,53570,2015,4,2,0.9674811900754792,8.758360612087456,11.261111493222126
15434,300000.0,4,1.75,1820,5015,1.0,0,0,4,6,1190,630,1926,0,47.5569,-122.31,1530,9130,22374,2989.0,5.26,47.98,12.22,52232,2014,7,3,3.558660219275695,10.163520475988456,7.4735594836890975
15435,500000.0,2,1.5,1760,12000,1.0,0,0,4,7,1760,0,1964,0,47.6288,-122.109,2200,12088,58442,2908.0,3.674,23.77,3.818,99192,2014,10,4,10.507495221021681,1.2073120726202886,15.254902005098353
15436,381500.0,4,2.5,2430,5556,2.0,0,0,4,8,2430,0,2003,0,47.3762,-122.126,2430,5556,43673,1537.0,1.65,13.63,6.519,87342,2014,9,3,18.577692868328402,18.19320842878791,9.51741973570848
15437,990000.0,3,2.25,2630,12899,2.0,0,0,4,9,2630,0,1966,0,47.5479,-122.233,3140,15320,22699,3591.0,2.093,19.23,3.915,126359,2015,4,1,6.128832211021167,7.957052162618926,7.492001034538461
15438,278226.0,4,2.5,2390,4639,2.0,0,0,3,8,2390,0,2006,0,47.3527,-121.999,2390,4521,31171,469.0,1.548,13.43,5.03,95043,2015,1,5,23.425245485003256,20.73148720890524,15.519555270937195
15439,340000.0,2,1.75,1500,4158,1.0,0,0,4,7,1220,280,1947,0,47.7006,-122.35,1270,4081,45911,9905.0,3.018,37.68,5.193,75763,2015,1,2,6.575473980439355,11.094030859436534,17.54712858786822
15440,305000.0,4,2.5,2510,12000,1.0,0,0,3,8,1520,990,1977,0,47.3086,-122.384,2210,8320,47510,4604.0,1.903,13.28,6.034,67906,2014,8,3,20.704857407197583,25.7681335622264,10.487891409959296
15441,760000.0,4,2.5,2420,10285,1.0,0,4,3,8,1700,720,1958,0,47.4871,-122.36,2540,9900,25922,5573.0,3.309,36.86,12.41,56809,2014,6,5,8.331344486368774,15.045551162676112,3.886008173444615
15442,195000.0,4,1.5,2170,9948,2.0,0,0,3,7,2170,0,1952,0,47.4263,-122.331,1500,9750,10010,3194.0,3.255,54.56,12.2,45424,2014,10,3,12.430133576256454,17.47447877047575,2.1736114802321347
15443,564000.0,4,1.75,1960,6138,1.0,0,0,4,7,1260,700,1960,0,47.6968,-122.299,2000,7057,46206,7018.0,2.088,23.37,3.881,84159,2015,4,3,6.446717793121481,8.824705705518102,17.121519137445325
15444,539500.0,4,2.25,2280,8550,1.0,0,0,3,8,1660,620,1977,0,47.701,-122.231,2590,9500,40407,4428.0,3.867,23.14,3.325,77688,2014,12,3,8.065068781750766,6.352875811834378,17.69619545494873
15445,299980.0,4,1.5,1580,10230,1.0,0,0,3,6,790,790,1945,2008,47.5002,-122.246,1130,6955,24092,4966.0,3.539,41.63,13.36,58707,2014,9,4,8.352299162474491,11.051312326610832,4.312214778384964
15446,290000.0,4,2.5,1850,5674,2.0,0,0,3,7,1850,0,1993,0,47.3536,-122.142,1750,6875,43673,1537.0,1.65,13.63,6.519,87342,2014,10,1,19.581008762702655,19.76261831215383,9.86015255480286
15447,257000.0,2,1.0,770,11084,1.0,0,0,4,6,770,0,1947,0,47.7482,-122.321,1010,11084,32778,4330.0,1.937,18.3,5.677,72281,2015,2,2,9.824941198795047,11.650116818549373,20.698812060431482
15448,518500.0,4,3.0,2120,5520,1.5,0,0,3,8,1420,700,1985,0,47.7085,-122.286,2020,8700,37081,6879.0,3.736,34.6,6.566,53044,2014,8,4,7.3867594089083175,8.703036358420496,17.939840252922377
15449,657000.0,4,2.75,3060,35380,1.0,0,0,3,9,1810,1250,1982,0,47.6198,-122.038,1980,10425,25748,2411.0,2.266,7.717,2.082,143686,2014,9,1,13.73098879149221,4.4727423381800255,16.949349781811396
15450,590000.0,3,2.25,2680,41250,2.0,0,0,3,7,2680,0,1984,0,47.4817,-121.749,1940,47044,13888,41.0,2.315,30.36,7.854,88906,2014,8,5,28.523857189267883,20.823462356459462,25.780349810200743
15451,526000.0,4,1.75,2220,6350,1.0,0,0,3,7,1110,1110,1959,0,47.7136,-122.29,1950,8100,37081,6879.0,3.736,34.6,6.566,53044,2014,7,5,7.674982359935173,9.053513179749517,18.286897281624398
15452,254500.0,2,1.0,1150,11250,1.0,0,0,3,6,1150,0,1920,0,47.486,-122.264,1100,11400,24092,4966.0,3.539,41.63,13.36,58707,2015,3,1,8.891695145491918,12.321102695992321,3.0294665731861294
15453,575000.0,2,1.0,980,3663,1.0,0,0,5,7,980,0,1909,0,47.6645,-122.288,1620,3706,43924,10643.0,12.91,47.57,6.293,45560,2015,4,2,4.521292935611878,7.576749050775742,14.898290916424711
15454,464550.0,3,1.5,1690,10500,1.0,0,0,4,7,1690,0,1967,0,47.7018,-122.165,1570,10500,34338,3696.0,2.739,22.71,3.364,103250,2015,1,3,10.203726602560605,4.610578803243781,18.547019828905615
15455,409950.0,3,1.75,1320,6030,1.0,0,0,4,7,1320,0,1969,0,47.6993,-122.13,1840,6565,58442,2908.0,3.674,23.77,3.818,99192,2014,7,2,11.395587973864108,4.131892340856843,19.000033771664768
15456,100000.0,2,1.0,910,22000,1.0,0,0,3,6,910,0,1956,0,47.2777,-122.252,1326,9891,31911,1717.0,2.401,18.87,8.3,71746,2014,5,3,23.003985950386376,25.644906004595533,12.036771409493342
15457,365000.0,2,1.5,820,1270,2.0,0,0,3,7,820,0,2009,0,47.5925,-122.295,1130,1201,26881,7895.0,5.649,61.92,9.129,55950,2015,3,1,1.9707408187676922,8.364460248966427,9.916587858765972
15458,208000.0,3,1.0,1300,7420,1.0,0,0,4,6,1300,0,1960,0,47.2899,-122.219,1250,7420,31647,4423.0,3.55,37.61,6.282,43568,2015,2,1,22.484321384571423,24.514393828967183,11.609817375032852
15459,497950.0,4,2.5,1950,3000,2.0,0,0,3,7,1550,400,1998,0,47.565,-122.281,1540,4300,42731,6841.0,4.377,32.55,6.045,52276,2014,11,1,3.711432199443385,8.73578812134435,8.057856855375055
15460,405000.0,5,3.5,3672,9742,2.0,0,0,3,9,3006,666,2006,0,47.3255,-122.192,2140,9118,39816,892.0,1.833,16.39,5.579,70877,2014,9,3,20.46896877347184,21.890953066698263,9.88810231567204
15461,568000.0,3,2.5,2740,22499,2.0,0,0,3,9,2740,0,1994,0,47.4597,-122.153,2710,22499,41938,2215.0,1.834,18.91,6.131,77780,2015,3,3,13.125040617850338,12.471363837904345,6.851757919210718
15462,334000.0,2,1.0,890,6000,1.0,0,0,3,6,890,0,1941,0,47.5437,-122.281,1090,5900,42731,6841.0,4.377,32.55,6.045,52276,2015,5,1,4.931721878026204,9.67736505443667,6.595762476891302
15463,235000.0,3,2.0,1090,8400,1.0,0,0,4,6,1090,0,1961,0,47.4942,-122.322,1100,10850,33734,3794.0,3.43,48.53,8.149,49233,2015,1,4,7.752859426534169,13.4657753168865,3.3056815587884607
15464,295000.0,2,1.0,1170,10621,1.0,0,0,3,7,1170,0,1963,0,47.497,-121.78,1340,9832,13888,41.0,2.315,30.36,7.854,88906,2014,6,2,26.82902045955833,19.03704267369212,24.45554750732224
15465,610000.0,4,3.0,2600,29539,1.0,0,0,3,8,2600,0,1994,0,47.746,-122.231,1810,11600,20419,3606.0,1.677,10.92,3.339,82448,2015,1,4,10.743615835343187,8.742492525561504,20.762664590695266
15466,453500.0,4,1.75,2000,6032,1.0,0,2,3,7,1300,700,1959,0,47.5132,-122.389,1930,6032,25922,5573.0,3.309,36.86,12.41,56809,2014,6,4,6.951894328612815,14.915013279984638,6.116985748521344
15467,1220000.0,4,3.75,3520,3944,1.5,0,0,5,8,2200,1320,1913,0,47.6424,-122.348,2310,4725,20715,10361.0,5.345,52.92,6.442,77034,2014,6,1,2.6085027460901613,10.173982738857882,13.558378632354463
15468,175000.0,2,1.0,1410,7000,1.0,0,0,3,7,1410,0,1968,0,47.4908,-122.223,1540,6000,21904,4585.0,2.477,22.8,7.574,66461,2015,1,3,9.45852983634359,11.1607675513808,4.568934746224672
15469,335000.0,2,1.0,1410,7000,1.0,0,0,3,7,1410,0,1968,0,47.4908,-122.223,1540,6000,21904,4585.0,2.477,22.8,7.574,66461,2015,4,2,9.45852983634359,11.1607675513808,4.568934746224672
15470,275000.0,3,1.5,1950,7620,1.0,0,0,4,7,1010,940,1956,0,47.4594,-122.346,1850,7620,20301,3580.0,2.851,26.31,14.63,63320,2014,9,4,10.163718960018954,16.024639692109055,2.319308367234346
15471,400000.0,2,1.0,980,2130,1.0,0,0,4,6,860,120,1918,0,47.6769,-122.366,980,2800,31365,7953.0,2.018,25.89,3.545,86986,2014,5,3,5.13355025875721,11.305627320018234,16.055211513687883
15472,915000.0,3,2.75,3390,7000,1.0,0,3,4,8,1740,1650,1979,0,47.5701,-122.408,1770,6500,22241,7523.0,2.393,23.06,5.21,74274,2014,7,5,4.328039092297433,13.831961732362254,9.797213538460223
15473,619850.0,4,2.5,2270,9247,1.0,0,0,5,8,1500,770,1972,0,47.5602,-122.176,2270,9163,36364,3402.0,1.774,27.96,2.973,110290,2014,6,4,7.939053543263949,5.89192156877515,9.585668354716253
15474,225900.0,3,1.0,1510,8800,1.0,0,0,4,7,1010,500,1963,0,47.329,-122.33,1290,8470,44151,3800.0,3.001,38.95,9.487,45894,2015,2,1,19.15313413630717,23.407436114672524,8.418762502033152
15475,525000.0,2,1.5,960,7200,1.0,0,0,3,7,960,0,1910,1987,47.649,-122.403,1550,6000,19686,4714.0,2.054,22.9,5.713,82882,2014,9,4,4.432286029060625,12.748572016702754,14.648338108930787
15476,215000.0,4,2.25,1900,9600,1.0,0,0,4,7,1900,0,1967,0,47.4208,-122.2,2040,9600,36581,4877.0,1.976,18.43,10.78,63709,2014,12,5,14.216231014381066,15.464672871338479,5.0118829789686465
15477,802000.0,3,2.5,2580,13096,2.0,0,0,3,9,2580,0,1986,0,47.6616,-122.144,2580,7988,58442,2908.0,3.674,23.77,3.818,99192,2014,5,3,9.557924019595859,1.6694805096164604,16.367123997329433
15478,330000.0,4,2.5,2340,11784,2.0,0,0,3,9,2340,0,1997,0,47.384,-122.149,2250,10760,43673,1537.0,1.65,13.63,6.519,87342,2014,6,1,17.571842924052973,17.676981794184663,8.31994617620082
15479,549800.0,3,2.25,1580,11680,1.0,0,0,4,7,1580,0,1958,0,47.5872,-122.17,2270,10948,17714,2361.0,4.162,31.85,4.769,84774,2014,8,5,7.666007034509163,4.076378305592773,11.282832567686558
15480,195500.0,4,1.0,1230,8636,1.5,0,0,4,6,1230,0,1954,0,47.3231,-122.219,1168,8316,31647,4423.0,3.55,37.61,6.282,43568,2014,10,5,20.261398878610795,22.25726348545029,9.466127347029472
15481,338000.0,3,2.5,1590,7819,2.0,0,0,3,7,1590,0,1992,0,47.4367,-122.199,1790,7733,21904,4585.0,2.477,22.8,7.574,66461,2014,8,1,13.256240096301184,14.382407148102011,4.740464047170019
15482,3200000.0,4,3.25,7000,28206,1.0,1,4,4,12,3500,3500,1991,0,47.5928,-122.086,4913,14663,20715,2185.0,2.348,8.634,2.954,142926,2014,8,2,11.50330084840033,3.8100452481773806,14.046757877555779
15483,480000.0,4,2.25,1770,7000,1.0,0,0,5,7,1770,0,1972,0,47.7193,-122.218,1780,6500,40407,4428.0,3.867,23.14,3.325,77688,2014,8,3,9.447677686418563,6.881170199784647,19.05197825212019
15484,383000.0,4,2.5,1850,8310,1.0,0,0,3,7,1200,650,1962,0,47.7717,-122.29,1840,10080,32778,4330.0,1.937,18.3,5.677,72281,2015,4,1,11.60151231319396,11.795133683745718,22.30043194202216
15485,257000.0,3,1.75,1430,7210,1.0,0,0,3,7,1430,0,1975,0,47.4189,-122.168,1220,7777,36581,4877.0,1.976,18.43,10.78,63709,2015,3,2,15.037495000960952,15.347622112173424,6.457403654631624
15486,335000.0,4,2.75,2190,9209,2.0,0,0,4,8,2190,0,1996,0,47.3341,-122.188,2430,6687,39816,892.0,1.833,16.39,5.579,70877,2015,2,1,19.968865336910927,21.277382401008182,9.480878878005164
15487,422000.0,4,2.5,2310,6650,2.0,0,2,3,8,2310,0,2012,0,47.4513,-122.267,1800,9819,20301,3580.0,2.851,26.31,14.63,63320,2015,5,5,11.12526659780722,14.49881748949881,1.494284756595243
15488,560000.0,3,1.75,2000,10182,1.0,0,0,5,7,1400,600,1963,0,47.6616,-122.175,2050,10182,34338,3696.0,2.739,22.71,3.364,103250,2014,6,2,8.255628537321886,2.6108975462569797,15.783020045589957
15489,680000.0,4,2.75,3620,35429,2.0,0,0,3,10,3620,0,2006,0,47.4238,-122.098,3310,54193,41938,2215.0,1.834,18.91,6.131,77780,2015,4,5,16.678542612394857,14.975868253657808,9.544706274278134
15490,320000.0,2,1.0,1210,7040,1.0,0,0,3,7,1210,0,1952,0,47.745,-122.297,1210,7205,32778,4330.0,1.937,18.3,5.677,72281,2014,10,2,9.728290209404076,10.66871180452882,20.452023906606872
15491,665000.0,3,2.5,2330,15536,1.0,0,2,3,10,2330,0,1996,0,47.655,-122.087,3320,17461,25748,2411.0,2.266,7.717,2.082,143686,2014,9,3,11.90026851730898,2.249582216409541,17.324589004392678
15492,751000.0,3,2.5,2840,6854,2.0,0,0,3,9,2840,0,2002,0,47.6006,-121.978,2840,7398,20715,2185.0,2.348,8.634,2.954,142926,2015,3,4,16.501080337324066,7.5503187639166,18.268771308829965
15493,320000.0,6,2.75,2410,10763,1.0,0,0,5,7,1310,1100,1957,0,47.4429,-122.282,1310,10746,23111,3062.0,3.529,57.17,9.923,40815,2014,11,4,11.522657701852369,15.333521988782445,0.8910080385672764
15494,290000.0,4,1.75,1820,22043,2.5,0,0,4,7,1820,0,1918,0,47.7606,-122.28,1880,19961,32778,4330.0,1.937,18.3,5.677,72281,2015,1,3,10.939936633673152,10.908228057110428,21.5475261530203
15495,250000.0,4,2.0,1470,7412,1.0,0,0,3,7,1470,0,1967,0,47.3702,-122.318,1390,7825,34584,4441.0,3.036,28.04,9.103,56364,2014,10,4,16.319489994141637,20.582277694421244,5.518137822710978
15496,423000.0,3,1.75,1100,10005,1.0,0,0,5,7,1100,0,1964,0,47.5374,-122.173,1340,9709,32489,4323.0,2.242,21.56,5.088,70683,2015,4,3,8.809201631581683,7.339979853553222,8.473425270745048
15497,601002.0,4,2.5,2050,8094,1.0,0,0,3,8,1050,1000,1976,0,47.6614,-122.138,1990,9020,58442,2908.0,3.674,23.77,3.818,99192,2015,5,3,9.809175175006876,1.564027732951769,16.48012529793367
15498,352900.0,2,1.5,1240,1892,2.0,0,0,3,7,1240,0,2002,0,47.5915,-122.295,1220,1740,26881,7895.0,5.649,61.92,9.129,55950,2015,2,4,2.004858573042713,8.391594625985265,9.847504917991808
15499,509950.0,3,2.5,2210,70567,2.0,0,3,3,9,2210,0,1995,0,47.6087,-121.895,2000,73616,6765,149.0,2.232,13.03,5.172,95394,2014,8,2,20.362431426424653,11.125813113189563,21.832374915868485
15500,360000.0,2,1.75,1340,1050,3.0,0,0,3,8,1340,0,2009,0,47.7053,-122.343,1340,1090,44555,6279.0,3.071,24.08,5.365,51499,2015,2,4,6.865991028262665,10.92424789797752,17.828250978212992
15501,1075000.0,4,2.75,2580,8100,2.0,0,1,4,8,1780,800,1964,0,47.5387,-122.215,2840,10006,22699,3591.0,2.093,19.23,3.915,126359,2014,11,1,7.179678214765379,8.023806577586878,7.329198078277888
15502,349950.0,3,2.5,2390,6441,2.0,0,0,3,7,2390,0,2002,0,47.3659,-122.029,2180,7346,31171,469.0,1.548,13.43,5.03,95043,2014,7,4,21.816383667391154,19.477479720610315,13.861349587135862
15503,395000.0,4,2.5,2250,6840,2.0,0,0,3,9,2250,0,1987,0,47.4398,-122.151,2480,7386,41938,2215.0,1.834,18.91,6.131,77780,2014,11,3,14.268417731992534,13.834485985945541,6.935692828480028
15504,273500.0,3,1.5,2000,15265,1.0,0,0,3,8,1540,460,1967,0,47.387,-122.281,1920,15265,33853,2024.0,3.906,45.95,32.51,48853,2015,1,3,15.332133948039681,18.824406287256114,4.3639167671422605
15505,700000.0,4,1.75,1870,6000,1.0,0,0,5,8,1670,200,1949,0,47.6435,-122.399,1710,6000,19686,4714.0,2.054,22.9,5.713,82882,2015,4,2,4.043240606467496,12.549163674011837,14.228125392978024
15506,699000.0,3,2.5,2370,10968,2.0,0,0,4,9,2370,0,1985,0,47.6679,-122.172,2380,8144,34338,3696.0,2.739,22.71,3.364,103250,2015,4,5,8.586823382039723,2.7862544376336413,16.239213366105513
15507,537000.0,4,2.25,2640,8800,1.0,0,0,3,8,1620,1020,1980,0,47.7552,-122.148,2500,11700,22312,1231.0,2.384,22.42,5.62,107654,2015,4,4,13.391413518891408,8.040345975933155,22.292595988001644
15508,405000.0,3,1.5,1240,9975,1.0,0,0,3,6,1240,0,1977,0,47.5667,-121.905,1390,10735,5650,236.0,1.63,11.94,6.626,93777,2015,4,3,20.090092544918388,11.605600510207033,20.098317751256122
15509,269500.0,2,1.0,800,1200,2.0,0,0,3,7,800,0,1999,0,47.6969,-122.347,806,1200,45911,9905.0,3.018,37.68,5.193,75763,2014,8,1,6.305090841592672,10.869545858859157,17.275158867365878
15510,260000.0,4,2.5,2050,12500,1.0,0,0,3,7,1300,750,1965,0,47.42,-122.319,1790,7900,34584,4441.0,3.036,28.04,9.103,56364,2014,9,4,12.879837388557442,17.554769740461733,2.215005375752446
15511,266750.0,3,2.25,1650,10000,2.0,0,0,3,7,1650,0,1988,0,47.3862,-122.315,1420,10000,34584,4441.0,3.036,28.04,9.103,56364,2014,9,4,15.22164712936889,19.525491975861758,4.4047143287633235
15512,1800000.0,5,3.75,4320,39094,2.0,1,4,3,8,4320,0,1938,0,47.7519,-122.276,1920,7750,32778,4330.0,1.937,18.3,5.677,72281,2014,12,2,10.399785427154507,10.33103051466912,20.955541301620773
15513,779000.0,2,2.25,2130,5920,1.0,0,0,3,8,1830,300,1950,0,47.6792,-122.275,2130,7192,46206,7018.0,2.088,23.37,3.881,84159,2014,8,4,5.701428749671994,7.305705260030146,15.9441180965543
